01/03/2013;CADJPY;0.097;-0.351
01/03/2013;CHFJPY;-0.181;-0.097
01/03/2013;EURAUD;-0.952;0.49
01/03/2013;EURCAD;-0.464;0.202
01/03/2013;EURCHF;-0.106;-0.133
01/03/2013;EURCZK;-0.276;-0.149
01/03/2013;EURDKK;-0.787;-1.285
01/03/2013;EURGBP;-0.178;0.034
01/03/2013;EURJPY;-0.123;-0.082
01/03/2013;EURNOK;-3.597;0.894
01/03/2013;EURNZD;-1.304;0.954
01/03/2013;EURRUB;-88.4;47.6
01/03/2013;EURSEK;-3.717;1.365
01/03/2013;EURSGD;-0.503;0.003
01/03/2013;EURUSD;-0.136;-0.084
01/03/2013;EURZAR;-20.12;15.888
01/03/2013;GBPAUD;-0.907;0.381
01/03/2013;GBPCAD;-0.426;0.085
01/03/2013;GBPCHF;0.089;-0.401
01/03/2013;GBPJPY;0.031;-0.265
01/03/2013;GBPNZD;-1.266;0.618
01/03/2013;GBPSEK;-2.52;0.107
01/03/2013;GBPUSD;-0.013;-0.28
01/03/2013;GOLD;-5.9;-1.9
01/03/2013;NZDCAD;0.199;-0.531
01/03/2013;NZDCHF;0.383;-0.643
01/03/2013;NZDJPY;0.373;-0.677
01/03/2013;NZDSGD;0.482;-0.885
01/03/2013;NZDUSD;0.398;-0.677
01/03/2013;SILVER;-1.3;-0.4
01/03/2013;USDCAD;-0.36;0.02
01/03/2013;USDCHF;-0.036;-0.145
01/03/2013;USDCZK;-2.153;-0.204
01/03/2013;USDDKK;-0.173;-1.082
01/03/2013;USDHUF;-3.486;2.993
01/03/2013;USDJPY;-0.075;-0.132
01/03/2013;USDNOK;-2.613;1.039
01/03/2013;USDRUB;-70.2;37.8
01/03/2013;USDSEK;-2.155;1.087
01/03/2013;USDSGD;-0.116;-0.159
29/03/2013;AUDCAD;0.268;-0.65
29/03/2013;AUDCHF;0.51;-0.867
29/03/2013;AUDJPY;0.481;-0.835
29/03/2013;AUDNZD;-0.045;-0.128
29/03/2013;AUDUSD;0.697;-0.87
29/03/2013;CADJPY;0.092;-0.349
29/03/2013;CHFJPY;-0.162;-0.113
29/03/2013;EURAUD;-1.053;0.609
29/03/2013;EURCAD;-0.424;0.17
29/03/2013;EURCHF;-0.108;-0.128
29/03/2013;EURCZK;-0.158;-0.272
29/03/2013;EURDKK;-0.87;-1.201
29/03/2013;EURGBP;-0.159;0.019
29/03/2013;EURJPY;-0.104;-0.097
29/03/2013;EURNOK;-3.556;0.853
29/03/2013;EURNZD;-1.154;0.813
29/03/2013;EURRUB;-85.8;46.2
29/03/2013;EURSEK;-3.739;1.416
29/03/2013;EURSGD;-0.455;-0.031
29/03/2013;EURUSD;-0.132;-0.082
29/03/2013;EURZAR;-20.572;16.3
29/03/2013;GBPAUD;-1.08;0.56
29/03/2013;GBPCAD;-0.419;0.08
29/03/2013;GBPCHF;0.063;-0.379
29/03/2013;GBPJPY;0.027;-0.263
29/03/2013;GBPNZD;-1.16;0.513
29/03/2013;GBPSEK;-2.797;0.353
29/03/2013;GBPUSD;-0.037;-0.254
29/03/2013;GOLD;-5.9;-1.9
29/03/2013;NZDCAD;0.151;-0.482
29/03/2013;NZDCHF;0.328;-0.593
29/03/2013;NZDJPY;0.328;-0.633
29/03/2013;NZDSGD;0.426;-0.83
29/03/2013;NZDUSD;0.334;-0.613
29/03/2013;SILVER;-1.3;-0.4
29/03/2013;USDCAD;-0.339;0
29/03/2013;USDCHF;-0.04;-0.145
29/03/2013;USDCZK;-2.15;-0.307
29/03/2013;USDDKK;-0.242;-1.05
29/03/2013;USDHUF;-2.958;2.431
29/03/2013;USDJPY;-0.063;-0.146
29/03/2013;USDNOK;-2.66;1.038
29/03/2013;USDRUB;-68.9;37.1
29/03/2013;USDSEK;-2.246;1.159
29/03/2013;USDSGD;-0.09;-0.186
26/04/2013;AUDCAD;0.279;-0.658
26/04/2013;AUDCHF;0.498;-0.849
26/04/2013;AUDJPY;0.482;-0.848
26/04/2013;AUDNZD;-0.148;-0.02
26/04/2013;AUDUSD;0.668;-0.839
26/04/2013;CADJPY;0.067;-0.336
26/04/2013;CHFJPY;-0.186;-0.105
26/04/2013;EURAUD;-1.093;0.636
26/04/2013;EURCAD;-0.423;0.166
26/04/2013;EURCHF;-0.123;-0.116
26/04/2013;EURCZK;-0.236;-0.193
26/04/2013;EURDKK;-0.953;-1.118
26/04/2013;EURGBP;-0.171;0.03
26/04/2013;EURJPY;-0.143;-0.071
26/04/2013;EURNOK;-3.706;0.953
26/04/2013;EURNZD;-1.295;0.955
26/04/2013;EURRUB;-94.9;51.1
26/04/2013;EURSEK;-3.687;1.308
26/04/2013;EURSGD;-0.434;-0.058
26/04/2013;EURUSD;-0.17;-0.047
26/04/2013;EURZAR;-19.927;15.645
26/04/2013;GBPAUD;-1.104;0.568
26/04/2013;GBPCAD;-0.397;0.052
26/04/2013;GBPCHF;0.068;-0.388
26/04/2013;GBPJPY;0.013;-0.263
26/04/2013;GBPNZD;-1.303;0.656
26/04/2013;GBPSEK;-2.566;0.056
26/04/2013;GBPUSD;-0.059;-0.237
26/04/2013;GOLD;-5.9;-1.9
26/04/2013;NZDCAD;0.241;-0.578
26/04/2013;NZDCHF;0.399;-0.667
26/04/2013;NZDJPY;0.408;-0.735
26/04/2013;NZDSGD;0.55;-0.959
26/04/2013;NZDUSD;0.397;-0.681
26/04/2013;SILVER;-1.3;-0.4
26/04/2013;USDCAD;-0.306;-0.034
26/04/2013;USDCHF;-0.024;-0.16
26/04/2013;USDCZK;-2.125;-0.297
26/04/2013;USDDKK;-0.143;-1.131
26/04/2013;USDHUF;-3.786;3.271
26/04/2013;USDJPY;-0.063;-0.156
26/04/2013;USDNOK;-2.573;0.944
26/04/2013;USDRUB;-72.8;39.2
26/04/2013;USDSEK;-1.975;0.878
26/04/2013;USDSGD;-0.034;-0.241
31/05/2013;AUDCAD;0.152;-0.51
31/05/2013;AUDCHF;0.392;-0.722
31/05/2013;AUDJPY;0.42;-0.769
31/05/2013;AUDNZD;-0.133;-0.033
31/05/2013;AUDUSD;0.603;-0.763
31/05/2013;CADJPY;0.14;-0.41
31/05/2013;CHFJPY;-0.137;-0.155
31/05/2013;EURAUD;-1.042;0.553
31/05/2013;EURCAD;-0.455;0.194
31/05/2013;EURCHF;-0.114;-0.127
31/05/2013;EURCZK;-0.111;-0.318
31/05/2013;EURDKK;-0.683;-1.387
31/05/2013;EURGBP;-0.138;-0.005
31/05/2013;EURJPY;-0.073;-0.145
31/05/2013;EURNOK;-3.321;0.571
31/05/2013;EURNZD;-1.206;0.845
31/05/2013;EURRUB;-94.9;51.1
31/05/2013;EURSEK;-3.626;1.24
31/05/2013;EURSGD;-0.419;-0.082
31/05/2013;EURUSD;-0.076;-0.141
31/05/2013;EURZAR;-23.542;18.775
31/05/2013;GBPAUD;-1.081;0.517
31/05/2013;GBPCAD;-0.491;0.147
31/05/2013;GBPCHF;0.02;-0.338
31/05/2013;GBPJPY;0.034;-0.285
31/05/2013;GBPNZD;-1.247;0.568
31/05/2013;GBPSEK;-2.865;0.386
31/05/2013;GBPUSD;-0.013;-0.28
31/05/2013;GOLD;-5.9;-1.9
31/05/2013;NZDCAD;0.126;-0.447
31/05/2013;NZDCHF;0.305;-0.559
31/05/2013;NZDJPY;0.35;-0.662
31/05/2013;NZDSGD;0.434;-0.826
31/05/2013;NZDUSD;0.346;-0.613
31/05/2013;SILVER;-1.3;-0.4
31/05/2013;USDCAD;-0.405;0.06
31/05/2013;USDCHF;-0.085;-0.101
31/05/2013;USDCZK;-2.164;-0.25
31/05/2013;USDDKK;-0.35;-0.923
31/05/2013;USDHUF;-2.409;1.903
31/05/2013;USDJPY;-0.081;-0.142
31/05/2013;USDNOK;-2.7;1.073
31/05/2013;USDRUB;-70.2;37.8
31/05/2013;USDSEK;-2.402;1.302
31/05/2013;USDSGD;-0.109;-0.172
28/06/2013;AUDCAD;0.188;-0.538
28/06/2013;AUDCHF;0.422;-0.737
28/06/2013;AUDJPY;0.407;-0.737
28/06/2013;AUDNZD;-0.165;0
28/06/2013;AUDUSD;0.588;-0.742
28/06/2013;CADJPY;0.105;-0.368
28/06/2013;CHFJPY;-0.186;-0.105
28/06/2013;EURAUD;-1.1;0.589
28/06/2013;EURCAD;-0.418;0.152
28/06/2013;EURCHF;-0.055;-0.185
28/06/2013;EURCZK;-0.079;-0.353
28/06/2013;EURDKK;-0.622;-1.45
28/06/2013;EURGBP;-0.129;-0.014
28/06/2013;EURJPY;-0.072;-0.144
28/06/2013;EURNOK;-3.504;0.657
28/06/2013;EURNZD;-1.303;0.931
28/06/2013;EURRUB;-93.6;50.4
28/06/2013;EURSEK;-3.539;1.098
28/06/2013;EURSGD;-0.354;-0.152
28/06/2013;EURUSD;-0.076;-0.142
28/06/2013;EURZAR;-22.317;17.6
28/06/2013;GBPAUD;-1.157;0.569
28/06/2013;GBPCAD;-0.464;0.114
28/06/2013;GBPCHF;0.071;-0.386
28/06/2013;GBPJPY;0.017;-0.265
28/06/2013;GBPNZD;-1.37;0.674
28/06/2013;GBPSEK;-2.836;0.309
28/06/2013;GBPUSD;-0.029;-0.263
28/06/2013;GOLD;-5.9;-1.9
28/06/2013;NZDCAD;0.182;-0.499
28/06/2013;NZDCHF;0.356;-0.601
28/06/2013;NZDJPY;0.365;-0.665
28/06/2013;NZDSGD;0.501;-0.884
28/06/2013;NZDUSD;0.366;-0.626
28/06/2013;SILVER;-1.3;-0.4
28/06/2013;USDCAD;-0.376;0.026
28/06/2013;USDCHF;-0.039;-0.144
28/06/2013;USDCZK;-2.149;-0.275
28/06/2013;USDDKK;-0.301;-0.967
28/06/2013;USDHUF;-2.348;1.846
28/06/2013;USDJPY;-0.08;-0.14
28/06/2013;USDNOK;-2.832;1.156
28/06/2013;USDRUB;-66.3;35.7
28/06/2013;USDSEK;-2.316;1.196
28/06/2013;USDSGD;-0.056;-0.225
26/07/2013;AUDCAD;0.159;-0.503
26/07/2013;AUDCHF;0.406;-0.717
26/07/2013;AUDJPY;0.381;-0.71
26/07/2013;AUDNZD;-0.239;0.08
26/07/2013;AUDUSD;0.566;-0.721
26/07/2013;CADJPY;0.107;-0.373
26/07/2013;CHFJPY;-0.206;-0.088
26/07/2013;EURAUD;-1.137;0.62
26/07/2013;EURCAD;-0.477;0.212
26/07/2013;EURCHF;-0.089;-0.151
26/07/2013;EURCZK;-0.18;-0.252
26/07/2013;EURDKK;-0.538;-1.533
26/07/2013;EURGBP;-0.165;0.022
26/07/2013;EURJPY;-0.131;-0.087
26/07/2013;EURNOK;-3.732;0.895
